域名	解析IP	开放端口	WEB服务器	网站状态
learning.vipkid.com.cn	205.204.104.185,205.204.104.187,205.204.104.186,205.204.104.189,205.204.104.190,205.204.104.240,205.204.104.188	80,443	Tengine	80:(403) 已禁止
teaching.vipkid.com.cn	202.127.76.232,202.127.76.209,202.127.76.212,202.127.76.214,202.127.76.216,202.127.76.233,202.127.76.215,202.127.76.213	80,443	Tengine	80:正常访问
platform.vipkid.com.cn	10.0.1.152,10.0.2.174	-	端口未开放	端口未开放
speaker.vipkid.com.cn	54.222.129.201,54.223.41.191,54.223.223.86,54.223.231.27,54.223.246.85,54.223.167.190,54.222.131.25,54.223.180.14	80,443	nginx	80:(404) 未找到
worker.vipkid.com.cn	54.222.225.242	-	端口未开放	端口未开放
resource.vipkid.com.cn	202.127.76.209,202.127.76.215,202.127.76.213,202.127.76.233,202.127.76.232,202.127.76.216,202.127.76.214,202.127.76.212	80,443	Tengine	80:(403) 已禁止
finance.vipkid.com.cn	54.223.244.87,54.223.233.149,54.223.228.216,54.223.40.81	80,443	nginx	80:(403) 已禁止
campus.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
landing.vipkid.com.cn	104.17.130.180,104.17.128.180,104.17.131.180,104.17.127.180,104.17.129.180	80,443	cloudflare	80:(404) 未找到
smart.vipkid.com.cn	54.223.157.97,54.223.75.217,54.222.130.82,54.222.251.123,54.223.231.27,54.223.41.191,54.223.55.89,54.222.245.57	80,443	nginx	80:正常访问
a10.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a11.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a12.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a14.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a15.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a18.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a17.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a20.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a27.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a28.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
audio.vipkid.com.cn	54.222.50.58	80	AmazonS3	80:正常访问
b10.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
code1.vipkid.com.cn	54.222.134.33	-	端口未开放	端口未开放
erge.vipkid.com.cn	54.223.106.223,54.222.129.201,54.223.41.191,54.223.75.217,54.223.50.174,54.222.136.175,54.223.73.107,54.222.200.5	80,443	nginx	80:正常访问
druid.vipkid.com.cn	52.80.225.88,52.80.141.231	-	端口未开放	端口未开放
jingle.vipkid.com.cn	54.222.136.175,54.222.131.25,54.222.245.57,54.223.176.180,54.223.55.89,54.222.200.5,54.223.75.217,54.222.184.94	80,443	nginx	80:(404) 未找到
jira.vipkid.com.cn	54.222.133.120	-	端口未开放	端口未开放
jumper.vipkid.com.cn	54.223.188.200	-	端口未开放	端口未开放
mail3.vipkid.com.cn	114.113.81.36	-	端口未开放	端口未开放
mail4.vipkid.com.cn	114.113.81.36	-	端口未开放	端口未开放
mail5.vipkid.com.cn	114.113.81.36	-	端口未开放	端口未开放
maven.vipkid.com.cn	54.222.134.33	-	端口未开放	端口未开放
noah.vipkid.com.cn	52.80.225.88,52.80.141.231	-	端口未开放	端口未开放
openvpn.bjbgp.vipkid.com.cn	197.4.4.12	-	端口未开放	端口未开放
openvpn.vipkid.com.cn	188.5.4.96	-	端口未开放	端口未开放
playback.vipkid.com.cn	203.205.138.12,119.28.164.79,203.205.138.118,119.28.165.14,203.205.138.233,119.28.164.205,119.28.164.78,203.205.138.76,203.205.138.78,119.28.164.204,119.28.164.206	80,443	DSA/1.0.0	80:(404) 未找到
pypi.vipkid.com.cn	54.222.134.33	-	端口未开放	端口未开放
recruit.vipkid.com.cn	39.105.251.140	80	nginx/1.15.6	80:正常访问
sentry.vipkid.com.cn	54.222.134.33	-	端口未开放	端口未开放
sonar.vipkid.com.cn	58.87.85.174	-	端口未开放	端口未开放
vm6.vipkid.com.cn	69.171.247.20	-	端口未开放	端口未开放
weixin.vipkid.com.cn	205.204.104.187,205.204.104.188,202.127.76.216,205.204.104.240,202.127.76.213,205.204.104.185,205.204.104.186,205.204.104.189,202.127.76.212,205.204.104.190,202.127.76.233,202.127.76.215,202.127.76.209,202.127.76.232	80,443	Tengine	80:正常访问
workflow.vipkid.com.cn	54.223.244.87,54.223.233.149,54.223.228.216,54.223.40.81	80,443	nginx	80:(403) 已禁止
sp.vipkid.com.cn	172.20.8.13	-	端口未开放	端口未开放
wk.vipkid.com.cn	172.20.9.24	-	端口未开放	端口未开放
cia.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
csr.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
csc.vipkid.com.cn	172.20.254.10	-	端口未开放	端口未开放
ecp.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
ehr.vipkid.com.cn	172.23.251.132	-	端口未开放	端口未开放
fms.vipkid.com.cn	119.28.165.14,119.28.164.204,119.28.164.79,203.205.138.76,203.205.138.233,119.28.164.78,203.205.138.12,119.28.164.205,119.28.164.206,203.205.138.118,203.205.138.78	80,443	DSA/1.0.0	80:正常访问
fbi.vipkid.com.cn	54.222.159.30	-	端口未开放	端口未开放
fin.vipkid.com.cn	54.222.245.57,54.223.167.190,54.222.129.201,54.222.251.123,54.223.73.107,54.222.131.25,54.223.50.174,54.223.180.14	80,443	nginx	80:正常访问
mos.vipkid.com.cn	54.223.244.87,54.223.228.216,54.223.233.149,54.223.40.81	80,443	nginx	80:(403) 已禁止
mvp.vipkid.com.cn	47.93.68.47	80,443	nginx	80:(403) 已禁止
mes.vipkid.com.cn	52.80.225.88,52.80.141.231	-	端口未开放	端口未开放
nhw.vipkid.com.cn	205.204.104.240,205.204.104.189,205.204.104.190,205.204.104.186,205.204.104.187,205.204.104.188,205.204.104.185	80,443	Tengine	80:正常访问
mon.vipkid.com.cn	54.223.62.133	-	端口未开放	端口未开放
ncp.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
npm.vipkid.com.cn	52.80.120.39,54.222.196.247	-	端口未开放	端口未开放
oms.vipkid.com.cn	10.0.2.174,10.0.1.152	-	端口未开放	端口未开放
otm.vipkid.com.cn	154.8.191.25	80,443	nginx	80:正常访问
pre.vipkid.com.cn	54.223.95.133,54.222.229.150	-	端口未开放	端口未开放
qos.vipkid.com.cn	52.80.225.88,52.80.141.231	-	端口未开放	端口未开放
qms.vipkid.com.cn	172.20.9.9	-	端口未开放	端口未开放
sso.vipkid.com.cn	54.223.233.149,54.223.40.81,54.223.228.216,54.223.244.87	80,443	nginx	80:(403) 已禁止
sem.vipkid.com.cn	54.222.129.201,54.222.245.57,54.222.227.163,54.223.106.223,54.222.184.94,54.223.167.190,54.222.131.25,54.223.55.89	80,443	nginx	80:正常访问
sia.vipkid.com.cn	10.0.2.174,10.0.1.152	-	端口未开放	端口未开放
tms.vipkid.com.cn	54.223.233.149,54.223.244.87,54.223.228.216,54.223.40.81	80,443	nginx	80:正常访问
tus.vipkid.com.cn	198.11.168.11	-	端口未开放	端口未开放
usm.vipkid.com.cn	54.222.159.30	-	端口未开放	端口未开放
vcp.vipkid.com.cn	54.222.208.110	-	端口未开放	端口未开放
vos.vipkid.com.cn	52.80.225.88,52.80.141.231	-	端口未开放	端口未开放
vul.vipkid.com.cn	54.222.159.30	-	端口未开放	端口未开放
waf.vipkid.com.cn	54.222.159.30	-	端口未开放	端口未开放
wss.vipkid.com.cn	52.80.139.188,52.80.120.22	80,443	-	80:(404) 未找到
a21.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a22.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a29.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a23.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a25.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a30.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a31.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a40.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a66.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a90.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
b20.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
b40.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
1gcp.vipkid.com.cn	199.16.156.40	80,443	获取失败	80:-
ccqa.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
hdfs.vipkid.com.cn	54.222.200.183	-	端口未开放	端口未开放
icac.vipkid.com.cn	54.222.159.30	-	端口未开放	端口未开放
isso.vipkid.com.cn	54.223.55.89,54.223.157.97,54.223.246.85,54.223.50.174,54.223.167.190,54.223.73.107,54.222.129.201,54.223.77.153	80,443	nginx	80:正常访问
lplc.vipkid.com.cn	54.222.245.57,54.223.77.153,54.223.176.180,54.223.223.86,54.223.231.27,54.223.55.89,54.222.129.201,54.223.246.85	80,443	nginx	80:(404) 未找到
mock.vipkid.com.cn	10.1.3.225	-	端口未开放	端口未开放
msec.vipkid.com.cn	54.222.130.82,54.222.131.25,54.223.167.190,54.223.77.153,54.223.75.217,54.223.180.14,54.222.251.123,54.223.246.85	80,443	nginx	80:正常访问
msso.vipkid.com.cn	54.223.75.217,54.222.131.25,54.222.130.82,54.223.246.85,54.223.180.14,54.222.251.123,54.223.167.190,54.223.77.153	80,443	nginx	80:(404) 未找到
nods.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
oces.vipkid.com.cn	54.223.233.149,54.223.228.216,54.223.244.87,54.223.40.81	80,443	nginx	80:(404) 未找到
rota.vipkid.com.cn	54.223.233.149,54.223.244.87,54.223.228.216,54.223.40.81	80,443	nginx	80:(403) 已禁止
rpc2.vipkid.com.cn	54.223.95.137	80	获取失败	80:-
smes.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
trpc.vipkid.com.cn	54.223.134.75,54.223.106.125	-	端口未开放	端口未开放
vkds.vipkid.com.cn	10.0.1.152,10.0.2.174	-	端口未开放	端口未开放
vodp.vipkid.com.cn	202.127.76.212,202.127.76.213,202.127.76.209,202.127.76.232,202.127.76.215,202.127.76.233,202.127.76.214,202.127.76.216	80,443	Tengine	80:(404) 未找到
wmes.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
r.vipkid.com.cn	54.223.159.72,54.223.106.223,54.222.184.94,54.222.251.123,54.222.136.175,54.223.223.86,54.223.41.191,54.222.200.5	80,443	获取失败	80:-
teacher.vipkid.com.cn	54.223.159.72,54.223.157.97,54.223.41.191,54.223.55.89,54.222.131.25,54.222.136.175,54.222.184.94,54.223.231.27	80,443	获取失败	80:-
