域名	解析IP	开放端口	WEB服务器	网站状态
v1.jd.com	116.196.126.76,116.196.126.135,101.124.27.148,101.124.27.147,101.124.27.202,116.196.126.78,101.124.27.131,116.196.126.134,101.124.27.201,101.124.27.203,116.196.126.77,116.196.126.136	80,443	jfe	80:(403) 已禁止
v4.jd.com	116.196.126.134,116.196.126.76,101.124.27.131,101.124.27.148,101.124.27.147,101.124.27.201,116.196.126.135,116.196.126.136,101.124.27.202,116.196.126.77,116.196.126.78,101.124.27.203	80,443	jfe	80:(403) 已禁止
v5.jd.com	116.196.126.78,101.124.27.203,116.196.126.136,116.196.126.76,116.196.126.134,101.124.27.202,101.124.27.201,101.124.27.147,116.196.126.77,101.124.27.131,116.196.126.135,101.124.27.148	80,443	jfe	80:(403) 已禁止
v.jd.com	120.52.150.47	443	JDWS/1.0.0	443:(405) 不允许的方法
v2.jd.com	101.124.27.202,116.196.126.77,101.124.27.203,101.124.27.131,101.124.27.201,116.196.126.136,116.196.126.76,116.196.126.78,101.124.27.147,116.196.126.134,116.196.126.135,101.124.27.148	443	jfe	443:(403) 已禁止
z.jd.com	202.77.128.77	80,443	JDWS	80:正常访问
yp.jd.com	202.77.128.77	80,443	JDWS	80:正常访问
y.jd.com	123.126.36.68,211.151.10.16	80,443	JDWS/1.0.0	80:正常访问
w.jd.com	42.123.113.81,221.14.7.49,183.236.53.160,222.221.101.70,112.29.196.104,61.147.234.89,124.225.182.139,221.14.7.50,42.123.113.90,58.222.52.159	80,443	OPTIMUS/1.11.2.4_16	80:(404) 未找到
2.jd.com	202.77.129.139	80,443	JengineD/1.7.2.1	80:正常访问
zz.jd.com	172.16.132.170	-	端口未开放	端口未开放
0.jd.com	172.28.60.222,172.22.135.59,172.20.33.95,172.16.132.217	-	端口未开放	端口未开放
1.jd.com	106.39.164.185	80,443	JDWS/1.0.0	80:正常访问
da.jd.com	124.250.32.32	80,443	获取失败	80:-
help.jd.com	202.77.128.77	80,443	JDWS	80:正常访问
mail.jd.com	202.77.241.201	80,443	Microsoft-IIS/8.5	80:(440) Login Timeout
email.jd.com	58.83.206.94	80,443	Microsoft-IIS/8.5	80:(440) Login Timeout
blog.jd.com	111.206.228.64	80,443	jfe	80:正常访问
city.jd.com	172.22.191.33	-	端口未开放	端口未开放
pmt.jd.com	172.20.33.134,172.28.60.176	-	端口未开放	端口未开放
new.jd.com	111.13.29.178	80,443	JengineD/1.7.2.1	80:正常访问
api.jd.com	202.77.129.232	80,443	JDWS/1.0.0	80:正常访问
apis.jd.com	111.206.228.68	80,443	jfe	80:(404) 未找到
img.jd.com	10.190.8.160	-	端口未开放	端口未开放
apk.jd.com	202.77.129.232	80,443	JDWS/1.0.0	80:(405) 不允许的方法
book.jd.com	202.77.128.77	80,443	JDWS	80:正常访问
map.jd.com	202.77.129.139	80,443	JengineD/1.7.2.1	80:正常访问
apps.jd.com	192.168.182.85	-	端口未开放	端口未开放
erp.jd.com	172.17.105.196	-	端口未开放	端口未开放
editor.jd.com	10.175.3.38	-	端口未开放	端口未开放
cell.jd.com	172.22.135.50,172.28.60.54,172.20.35.92	-	端口未开放	端口未开放
page.jd.com	192.168.181.73	-	端口未开放	端口未开放
select.jd.com	172.22.135.79,172.26.9.116,172.28.60.160,172.16.135.165,172.20.32.139	-	端口未开放	端口未开放
static.jd.com	202.77.128.77	80,443	JDWS	80:(403) 已禁止
union.jd.com	106.39.166.122	-	端口未开放	端口未开放
read.jd.com	106.39.167.232	-	端口未开放	端口未开放
ox.jd.com	211.144.27.21	80,443	jfe	80:(400) 错误的请求
beta.jd.com	111.13.29.158	-	端口未开放	端口未开放
cat.jd.com	111.13.29.149	80	JDWS/1.0.0	80:(502) 错误的网关
br.jd.com	211.151.10.127,123.126.36.170	80,443	JengineD	80:正常访问
dog.jd.com	172.28.59.23,172.20.39.31	-	端口未开放	端口未开放
tuan.jd.com	202.77.129.185	80,443	JengineD/1.7.2.1	80:正常访问
cp.jd.com	172.22.191.34	-	端口未开放	端口未开放
os.jd.com	106.39.169.105	-	端口未开放	端口未开放
team.jd.com	211.144.27.21	80,443	openresty	80:正常访问
999.jd.com	101.124.16.137	80	jfe	80:正常访问
hot.jd.com	172.18.48.170	-	端口未开放	端口未开放
ht.jd.com	172.18.254.31,172.20.39.56,172.28.59.83	-	端口未开放	端口未开放
ps.jd.com	172.23.68.3,172.25.3.220,172.23.68.84,172.25.135.102,10.241.184.68,172.25.135.76	-	端口未开放	端口未开放
bbs.jd.com	172.16.101.246	-	端口未开放	端口未开放
corp.jd.com	106.39.164.185	80,443	JDWS/1.0.0	80:正常访问
forum.jd.com	172.20.36.62	-	端口未开放	端口未开放
game.jd.com	202.77.129.232	80,443	JDWS/1.0.0	80:正常访问
columbus.jd.com	172.26.26.174	-	端口未开放	端口未开放
crm.jd.com	172.22.132.58	-	端口未开放	端口未开放
docs.jd.com	172.31.12.1,172.31.12.4,172.31.12.2,172.31.12.3	-	端口未开放	端口未开放
group.jd.com	202.77.129.232	80,443	JDWS	80:正常访问
phone.jd.com	202.77.129.139	80,443	JengineD/1.7.2.1	80:正常访问
sea.jd.com	172.22.135.77	-	端口未开放	端口未开放
hr.jd.com	172.18.254.31	-	端口未开放	端口未开放
ip.jd.com	172.20.34.93	-	端口未开放	端口未开放
css.jd.com	192.168.177.101,192.168.177.102	-	端口未开放	端口未开放
mobile.jd.com	106.39.167.232	-	端口未开放	端口未开放
win.jd.com	111.206.228.115	80,443	jfe	80:正常访问
zhaopin.jd.com	111.206.227.134	80,443	JDWS/1.0.0	80:正常访问
en.jd.com	202.77.128.77	80,443	JengineD/1.7.2.1	80:正常访问
cn.jd.com	202.77.128.77	80,443	JengineD/1.7.2.1	80:正常访问
express.jd.com	106.39.169.32	80,443	JDWS/1.0.0	80:(405) 不允许的方法
message.jd.com	192.168.80.158,192.168.80.155,192.168.80.159	-	端口未开放	端口未开放
report.jd.com	172.22.103.217,172.22.103.218	-	端口未开放	端口未开放
openapi.jd.com	172.22.135.50	-	端口未开放	端口未开放
bug.jd.com	192.168.180.60	-	端口未开放	端口未开放
pass.jd.com	172.25.2.109	-	端口未开放	端口未开放
vip.jd.com	202.77.129.232	80,443	JengineD	80:正常访问
js.jd.com	192.168.155.124	-	端口未开放	端口未开放
id.jd.com	192.168.177.101	-	端口未开放	端口未开放
us.jd.com	172.18.254.31	-	端口未开放	端口未开放
alpha.jd.com	36.110.181.167	-	端口未开放	端口未开放
cdn.jd.com	172.20.35.68	-	端口未开放	端口未开放
red.jd.com	120.52.148.21	80,443	JengineD/1.7.2.1	80:正常访问
try.jd.com	106.39.164.158	80,443	JDWS/1.0.0	80:正常访问
shouji.jd.com	202.77.129.158	80,443	JengineD/1.7.2.1	80:正常访问
online.jd.com	172.20.33.190,172.28.60.150	-	端口未开放	端口未开放
get.jd.com	123.126.36.180	80,443	JDWS/1.0.0	80:正常访问
admin.jd.com	172.28.60.166,172.20.33.146,172.22.135.62,172.16.135.165	-	端口未开放	端口未开放
activity.jd.com	202.77.129.230	80,443	JDWS/1.0.0	80:正常访问
author.jd.com	111.13.29.172	80,443	JDWS/1.0.0	80:正常访问
manage.jd.com	10.174.226.247,10.172.12.247,10.175.47.113,10.175.42.86,10.175.47.52,10.175.41.140	-	端口未开放	端口未开放
china.jd.com	202.77.128.77	80,443	JDWS	80:正常访问
shop.jd.com	202.77.129.159	80,443	nginx/1.8.1	80:正常访问
test.jd.com	192.168.171.197	-	端口未开放	端口未开放
more.jd.com	172.20.37.27,172.28.55.24	-	端口未开放	端口未开放
service.jd.com	106.39.167.230	80,443	JengineD/1.7.2.1	80:正常访问
web.jd.com	172.25.2.109	-	端口未开放	端口未开放
product.jd.com	106.39.167.232	-	端口未开放	端口未开放
flash.jd.com	172.28.59.62,172.26.9.116,172.16.135.165,172.20.34.218,172.22.135.62	-	端口未开放	端口未开放
portal.jd.com	172.17.50.40	-	端口未开放	端口未开放
rp.jd.com	111.13.29.149	80	JDWS/1.0.0	80:(405) 不允许的方法
qq.jd.com	202.77.129.154	80,443	JDWS/1.0.0	80:(404) 未找到
pan.jd.com	172.20.34.221	-	端口未开放	端口未开放
yun.jd.com	120.52.148.80	-	端口未开放	端口未开放
sql.jd.com	172.22.180.88	-	端口未开放	端口未开放
love.jd.com	106.39.169.38	80,443	JengineD	80:正常访问
share.jd.com	111.206.227.232	80,443	JDWS/1.0.0	80:正常访问
account.jd.com	123.126.36.169	80,443	wy_nginx/1.9.5	80:正常访问
plus.jd.com	202.77.129.185	80,443	nginx/1.8.1	80:正常访问
video.jd.com	172.28.63.62	-	端口未开放	端口未开放
ad.jd.com	172.22.191.33	-	端口未开放	端口未开放
huodong.jd.com	202.77.129.238,106.39.167.238	80,443	JDWS/1.0.0	80:正常访问
git.jd.com	172.20.39.31	-	端口未开放	端口未开放
play.jd.com	106.39.168.6	-	端口未开放	端口未开放
sec.jd.com	172.20.33.162	-	端口未开放	端口未开放
security.jd.com	106.39.167.232	-	端口未开放	端口未开放
payment.jd.com	106.39.167.232	-	端口未开放	端口未开放
aq.jd.com	111.206.228.96	80,443	jfe	80:(404) 未找到
anquan.jd.com	172.16.135.179	-	端口未开放	端口未开放
mm.jd.com	172.22.211.77	-	端口未开放	端口未开放
movie.jd.com	202.77.129.232,106.39.167.232	80,443	JDWS/1.0.0	80:正常访问
gl.jd.com	172.19.164.154	-	端口未开放	端口未开放
dl.jd.com	172.16.135.165,172.20.36.56,172.28.63.57,172.22.135.79	-	端口未开放	端口未开放
wan.jd.com	202.77.129.232	80,443	JDWS/1.0.0	80:正常访问
jiankong.jd.com	10.174.109.154	-	端口未开放	端口未开放
control.jd.com	172.20.34.239,172.28.59.119,172.18.255.51	-	端口未开放	端口未开放
wenku.jd.com	172.22.132.62	-	端口未开放	端口未开放
search.jd.com	202.77.129.160	80,443	nginx	80:正常访问
msg.jd.com	202.77.129.186	80,443	获取失败	80:-
hi.jd.com	10.3.207.40	-	端口未开放	端口未开放
monitor.jd.com	172.23.190.125	-	端口未开放	端口未开放
safe.jd.com	106.39.164.166	-	端口未开放	端口未开放
file.jd.com	192.168.155.124	-	端口未开放	端口未开放
doc.jd.com	106.39.169.37	-	端口未开放	端口未开放
bin.jd.com	172.23.68.65,10.241.184.20	-	端口未开放	端口未开放
lucky.jd.com	106.39.167.54	-	端口未开放	端口未开放
abs.jd.com	211.151.9.141	80,443	JDWS/1.0.0	80:正常访问
asp.jd.com	172.18.3.100,172.18.3.99	-	端口未开放	端口未开放
jsp.jd.com	10.185.222.100	-	端口未开放	端口未开放
phpmyadmin.jd.com	10.190.11.24	-	端口未开放	端口未开放
zone.jd.com	211.151.12.193	-	端口未开放	端口未开放
address.jd.com	172.20.33.200,172.28.60.232	-	端口未开放	端口未开放
debug.jd.com	172.20.36.51	-	端口未开放	端口未开放
color.jd.com	172.20.39.88,172.28.60.245	-	端口未开放	端口未开放
tpm.jd.com	172.20.33.21	-	端口未开放	端口未开放
oa.jd.com	172.17.57.176	-	端口未开放	端口未开放
about.jd.com	111.13.29.163	80	JDWS/1.0.0	80:正常访问
ac.jd.com	106.39.167.232	-	端口未开放	端口未开放
agent.jd.com	111.206.228.104	80,443	jfe	80:正常访问
adam.jd.com	172.20.35.91	-	端口未开放	端口未开放
ag.jd.com	211.151.8.214,124.250.23.231	80	JDWS/1.0.0	80:正常访问
ae.jd.com	172.25.2.109	-	端口未开放	端口未开放
af.jd.com	172.20.36.54,172.28.63.59	-	端口未开放	端口未开放
ar.jd.com	36.110.181.226	80,443	jfe	80:正常访问
analyzer.jd.com	10.191.93.124	-	端口未开放	端口未开放
ap.jd.com	172.22.15.38	-	端口未开放	端口未开放
am.jd.com	172.16.132.59	-	端口未开放	端口未开放
ars.jd.com	172.20.33.136	-	端口未开放	端口未开放
at.jd.com	192.168.170.163	-	端口未开放	端口未开放
athena.jd.com	192.168.193.32	-	端口未开放	端口未开放
atlas.jd.com	172.20.33.134,172.28.60.176	-	端口未开放	端口未开放
auth.jd.com	58.83.206.164	-	端口未开放	端口未开放
av.jd.com	172.28.60.160,172.20.32.139	-	端口未开放	端口未开放
aw.jd.com	172.20.34.45	-	端口未开放	端口未开放
ba.jd.com	172.16.135.179,172.22.132.232,172.28.60.231,172.20.33.191	-	端口未开放	端口未开放
b2b.jd.com	183.2.170.150	-	端口未开放	端口未开放
backend.jd.com	172.16.132.226,172.20.33.148,172.26.9.119,172.22.132.229,172.28.60.174	-	端口未开放	端口未开放
bd.jd.com	211.144.24.120	80,443	nginx/1.8.1	80:(405) 不允许的方法
bdc.jd.com	106.38.239.132,211.151.10.65,123.126.37.3	80		80:正常访问
be.jd.com	211.151.10.167	80,443	JDWS/1.0.0	80:(404) 未找到
biz.jd.com	211.151.10.6	80,443	nginx	80:正常访问
bn.jd.com	111.202.65.194,211.151.9.137	80,443	JDWS	80:正常访问
bi.jd.com	172.23.136.8	-	端口未开放	端口未开放
billing.jd.com	10.177.27.62,10.177.27.63	-	端口未开放	端口未开放
broker.jd.com	106.39.169.32	80,443	ECS (pox/A5DE)	80:正常访问
blue.jd.com	172.22.135.62,172.16.135.165,172.26.9.116,172.28.60.166,172.20.33.146	-	端口未开放	端口未开放
buffalo.jd.com	172.28.60.26	-	端口未开放	端口未开放
bugzilla.jd.com	192.168.202.110	-	端口未开放	端口未开放
business.jd.com	211.144.24.247	80,443	jfe	80:(404) 未找到
bm.jd.com	120.52.30.22	80,443	获取失败	80:-
cert.jd.com	106.39.169.26	80,443	JDWS	80:正常访问
ch.jd.com	120.52.148.186	80,443	JDWS	80:正常访问
cf.jd.com	172.28.60.22	-	端口未开放	端口未开放
check.jd.com	111.206.228.78	80,443	jfe	80:(404) 未找到
ci.jd.com	192.168.168.132	-	端口未开放	端口未开放
ck.jd.com	172.28.216.91	-	端口未开放	端口未开放
bt.jd.com	211.151.10.131	80,443	jen/2.0.0	80:(404) 未找到
code.jd.com	172.20.125.139	-	端口未开放	端口未开放
co.jd.com	211.144.24.249	80	jfe	80:(405) 不允许的方法
club.jd.com	202.77.129.156	80,443	获取失败	80:-
cm.jd.com	202.77.129.232	80,443	获取失败	80:-
corporate.jd.com	202.77.129.186	80,443	JDWS/1.0.0	80:正常访问
console.jd.com	172.20.158.140	-	端口未开放	端口未开放
chat.jd.com	202.77.129.166	80,443	获取失败	80:-
cr.jd.com	172.20.33.134	-	端口未开放	端口未开放
crs.jd.com	172.20.39.55,172.28.60.247	-	端口未开放	端口未开放
cs.jd.com	10.187.143.235	-	端口未开放	端口未开放
conference.jd.com	211.144.27.21	80,443	获取失败	80:-
cv.jd.com	172.18.126.238	-	端口未开放	端口未开放
cy.jd.com	172.20.35.69	-	端口未开放	端口未开放
ct.jd.com	202.77.129.232	80,443	获取失败	80:-
customer.jd.com	106.38.239.152,123.126.37.29	80,443	nginx	80:正常访问
guanjia.jd.com	172.17.105.77	-	端口未开放	端口未开放
flow.jd.com	172.20.35.91	-	端口未开放	端口未开放
config.jd.com	172.17.105.101	-	端口未开放	端口未开放
portrait.jd.com	106.38.239.248	80,443	wy_nginx/1.9.5	80:(502) 错误的网关
zabbix.jd.com	172.22.211.78	-	端口未开放	端口未开放
details.jd.com	202.77.129.185	80,443	获取失败	80:-
salary.jd.com	124.250.23.184,111.202.65.171,36.110.188.129	443	nginx	443:正常访问
head.jd.com	10.175.9.125	-	端口未开放	端口未开放
domain.jd.com	172.28.55.143,172.18.255.54,172.20.39.84	-	端口未开放	端口未开放
data.jd.com	120.52.148.21	80,443	nginx/1.8.1	80:正常访问
dns.jd.com	106.39.169.186	-	端口未开放	端口未开放
meeting.jd.com	202.77.129.238	80,443	JDWS/1.0.0	80:正常访问
datastore.jd.com	172.28.60.186,172.20.33.122,172.22.135.63	-	端口未开放	端口未开放
dev.jd.com	202.77.129.232	80,443	JDWS/1.0.0	80:正常访问
deploy.jd.com	172.17.57.33	-	端口未开放	端口未开放
design.jd.com	106.39.167.238	-	端口未开放	端口未开放
dj.jd.com	202.77.128.77	80,443	ECS (pox/A5D0)	80:(404) 未找到
dk.jd.com	172.20.34.215	-	端口未开放	端口未开放
dm.jd.com	172.22.224.123	-	端口未开放	端口未开放
do.jd.com	10.181.12.19	-	端口未开放	端口未开放
dt.jd.com	106.38.239.31,123.126.37.209	80	jen/1.4.0	80:正常访问
edu.jd.com	36.110.188.104	443	JDWS/1.0.0	443:正常访问
ec.jd.com	211.151.9.75	-	端口未开放	端口未开放
eg.jd.com	172.26.9.142,172.28.60.129,172.20.33.92	-	端口未开放	端口未开放
ee.jd.com	120.52.150.47	443	JDWS/1.0.0	443:(404) 未找到
dz.jd.com	202.77.129.186	80,443	获取失败	80:-
education.jd.com	202.77.129.185	80,443	获取失败	80:-
esm.jd.com	172.20.34.45	-	端口未开放	端口未开放
external.jd.com	211.144.24.247	80,443	jfe	80:(404) 未找到
et.jd.com	192.168.171.197	-	端口未开放	端口未开放
es.jd.com	202.77.129.185	80,443	获取失败	80:-
fax.jd.com	124.250.32.184,36.110.188.201,123.126.36.30	80,443	获取失败	80:-
falcon.jd.com	172.16.163.81	-	端口未开放	端口未开放
files.jd.com	172.31.12.2,172.31.12.4,172.31.12.3,172.31.12.1	-	端口未开放	端口未开放
fix.jd.com	172.22.211.78	-	端口未开放	端口未开放
farm.jd.com	211.151.8.231,36.110.188.126,111.202.65.169	443	nginx	443:正常访问
fm.jd.com	192.168.80.120	-	端口未开放	端口未开放
fo.jd.com	111.13.29.159	-	端口未开放	端口未开放
fr.jd.com	10.191.159.223	-	端口未开放	端口未开放
fw.jd.com	202.77.129.232	80,443	nginx/1.8.1	80:正常访问
fwd.jd.com	211.144.24.125	-	端口未开放	端口未开放
ga.jd.com	10.10.10.10	-	端口未开放	端口未开放
ge.jd.com	202.77.129.150	80,443	nginx/1.8.1	80:正常访问
gateway.jd.com	172.28.60.162,172.20.33.131	-	端口未开放	端口未开放
gemini.jd.com	172.28.60.42,172.20.33.83	-	端口未开放	端口未开放
global.jd.com	202.77.128.77	80,443	JengineD/1.7.2.1	80:正常访问
gold.jd.com	202.77.129.185	80,443	JDWS/1.0.0	80:正常访问
gh.jd.com	58.83.206.116	-	端口未开放	端口未开放
go.jd.com	36.110.188.169,211.151.8.128	80,443	JDWS/1.0.0	80:正常访问
gw.jd.com	202.77.129.186	80,443	JDWS/1.0.0	80:正常访问
helpdesk.jd.com	172.28.60.174	-	端口未开放	端口未开放
hotel.jd.com	202.77.129.232	80,443	openresty	80:正常访问
ia.jd.com	124.250.32.161,111.202.65.239	80,443	获取失败	80:-
ids.jd.com	172.20.36.54	-	端口未开放	端口未开放
imail.jd.com	138.229.76.11	80,443	Microsoft-IIS/8.5	80:(403) 已禁止
imap.jd.com	192.168.180.126	-	端口未开放	端口未开放
io.jd.com	172.18.208.12,172.18.239.27	-	端口未开放	端口未开放
ir.jd.com	23.198.11.70,23.50.63.225	80,443	nginx	80:正常访问
is.jd.com	172.20.33.132,172.28.60.165	-	端口未开放	端口未开放
isa.jd.com	172.16.177.71	-	端口未开放	端口未开放
it.jd.com	172.18.236.25	-	端口未开放	端口未开放
jm.jd.com	202.77.129.185	80,443	nginx/1.8.1	80:正常访问
k12.jd.com	111.206.228.76	80,443	jfe	80:正常访问
jp.jd.com	172.16.179.121	-	端口未开放	端口未开放
ki.jd.com	172.20.33.154,172.18.254.88	-	端口未开放	端口未开放
km.jd.com	10.187.49.220	-	端口未开放	端口未开放
king.jd.com	202.77.129.220	80,443	JDWS/1.0.0	80:正常访问
lb.jd.com	202.77.129.139	80,443	JDWS/1.0.0	80:正常访问
live.jd.com	202.77.129.185	80,443	JDWS/1.0.0	80:正常访问
gy.jd.com	36.110.188.148,211.151.9.159	80,443	JDWS/1.0.0	80:正常访问
lab.jd.com	172.20.33.95,172.16.132.217,172.28.60.222,172.22.135.59	-	端口未开放	端口未开放
li.jd.com	106.39.169.232	443	jfe	443:正常访问
leo.jd.com	172.22.135.80	-	端口未开放	端口未开放
legal.jd.com	172.20.33.147	-	端口未开放	端口未开放
maps.jd.com	202.77.129.57	80,443	JDWS/1.0.0	80:正常访问
ls.jd.com	172.28.60.47,172.20.35.68	-	端口未开放	端口未开放
ly.jd.com	172.20.35.69,172.28.60.54,172.22.135.50,172.17.57.171	-	端口未开放	端口未开放
mc.jd.com	120.52.148.186	80,443	JDWS/1.0.0	80:正常访问
ma.jd.com	202.77.129.238	80,443	nginx/1.8.1	80:正常访问
md.jd.com	202.77.129.230	80,443	ECS (pox/A5DE)	80:正常访问
maa.jd.com	153.36.229.72,153.36.229.73	-	端口未开放	端口未开放
mid.jd.com	211.151.11.69,123.126.37.63,106.38.239.181	80,443	wy_nginx/1.9.5	80:(404) 未找到
media.jd.com	202.77.129.49	80,443	JDWS/1.0.0	80:正常访问
marketplace.jd.com	172.18.254.21	-	端口未开放	端口未开放
mem.jd.com	106.39.171.28	80	jfe	80:(405) 不允许的方法
me.jd.com	106.39.167.232	-	端口未开放	端口未开放
mgmt.jd.com	172.25.2.109	-	端口未开放	端口未开放
max.jd.com	211.144.24.247	80,443	jfe	80:正常访问
mirror.jd.com	172.28.217.53	-	端口未开放	端口未开放
ml.jd.com	172.16.135.160	-	端口未开放	端口未开放
mv.jd.com	111.13.29.187	80,443	JDWS/1.0.0	80:(405) 不允许的方法
mo.jd.com	192.168.144.59	-	端口未开放	端口未开放
mk.jd.com	124.250.23.188,111.202.65.177,36.110.188.133	443	jen/2.0.0	443:(404) 未找到
moon.jd.com	172.16.149.155	-	端口未开放	端口未开放
monitoring.jd.com	58.83.158.47	-	端口未开放	端口未开放
mt.jd.com	111.13.24.71	80,443	-	80:(404) 未找到
mq.jd.com	172.20.33.154,172.28.55.144,172.16.135.117,172.18.254.88,172.22.135.69	-	端口未开放	端口未开放
mx.jd.com	58.83.206.46	-	端口未开放	端口未开放
nb.jd.com	202.77.129.230	80,443	nginx/1.8.1	80:正常访问
nf.jd.com	202.77.129.230	80,443	JengineD/1.7.2.1	80:正常访问
nc.jd.com	172.20.68.100	-	端口未开放	端口未开放
nj.jd.com	211.151.8.231,111.202.65.169	443	nginx	443:正常访问
nd.jd.com	172.18.48.50	-	端口未开放	端口未开放
net.jd.com	172.20.33.123,172.22.135.70,172.28.60.155,172.16.135.179	-	端口未开放	端口未开放
nr.jd.com	202.77.129.230	80,443	JengineD/1.7.2.1	80:正常访问
network.jd.com	172.16.140.10	-	端口未开放	端口未开放
ns.jd.com	211.144.24.119,120.52.148.149,36.110.181.200,103.208.161.34	80,443	CppCMS-Embedded/1.2.0	80:正常访问
ke.jd.com	106.39.169.34	443	JDWS/1.0.0	443:正常访问
nm.jd.com	11.40.141.123,11.40.109.222,11.40.141.122	-	端口未开放	端口未开放
node.jd.com	172.20.33.92	-	端口未开放	端口未开放
np.jd.com	172.28.60.64,172.20.39.5	-	端口未开放	端口未开放
ns4.jd.com	106.39.177.32	-	端口未开放	端口未开放
ns1.jd.com	111.13.28.10	-	端口未开放	端口未开放
oc.jd.com	111.202.65.83	80,443	JDWS/1.0.0	80:(404) 未找到
ns2.jd.com	111.206.226.10	-	端口未开放	端口未开放
ns3.jd.com	120.52.149.254	-	端口未开放	端口未开放
ntp.jd.com	172.20.115.60,172.20.115.61	-	端口未开放	端口未开放
ny.jd.com	211.151.10.226	-	端口未开放	端口未开放
om.jd.com	172.20.33.84	-	端口未开放	端口未开放
ops.jd.com	172.28.60.64,172.20.39.5	-	端口未开放	端口未开放
partner.jd.com	211.144.27.22	80,443	jfe	80:正常访问
or.jd.com	172.28.60.247,172.20.34.238	-	端口未开放	端口未开放
pda.jd.com	111.206.228.73	80,443	jfe	80:(404) 未找到
pa.jd.com	106.39.169.59	-	端口未开放	端口未开放
pages.jd.com	172.16.132.217,172.20.33.95,172.28.60.222,172.22.135.59	-	端口未开放	端口未开放
pe.jd.com	36.110.188.22	80,443	jen/1.3.1	80:(403) 已禁止
pk.jd.com	111.13.29.185	80,443	-	80:(403) 已禁止
pdc.jd.com	172.16.135.70	-	端口未开放	端口未开放
pf.jd.com	172.17.57.51	-	端口未开放	端口未开放
ph.jd.com	172.20.33.136,172.28.60.180	-	端口未开放	端口未开放
pics.jd.com	172.28.60.174,172.20.33.148	-	端口未开放	端口未开放
pi.jd.com	106.39.167.238	-	端口未开放	端口未开放
ppp.jd.com	172.28.63.53	-	端口未开放	端口未开放
